composer,piece_id,title,source,perf_midi_file,orig_midi_file,annot_file,aligned,duration,split,n_notes
Christmas,497,CPM_Heinrich_Lichner_Fantasia_of_Silent_Night_Holy_Night_Opus_269_No.3,MAPS,amaps/bk_xmas1_StbgTGd2.mid,amaps/bk_xmas1_StbgTGd2.mid,,True,383.85697220416694,test,2668
Christmas,494,CPM_Ferd.Keller_Christmas_Fantasia,MAPS,amaps/bk_xmas2_AkPnStgb.mid,amaps/bk_xmas2_AkPnStgb.mid,,True,399.27961808541613,train,2767
Christmas,494,CPM_Ferd.Keller_Christmas_Fantasia,MAPS,amaps/bk_xmas2_SptkBGCl.mid,amaps/bk_xmas2_SptkBGCl.mid,,True,399.27961808541613,train,2767
Christmas,496,CPM_RobertLeonard_Christmas_Fantasia_Opus_99,MAPS,amaps/bk_xmas3_AkPnStgb.mid,amaps/bk_xmas3_AkPnStgb.mid,,True,498.2934795541673,train,4317
Christmas,493,CPM_M.P.Heller_Joy_of_Christmas_Christmas_Fantasia,MAPS,amaps/bk_xmas4_SptkBGCl.mid,amaps/bk_xmas4_SptkBGCl.mid,,True,228.85325132916657,test,1371
Christmas,493,CPM_M.P.Heller_Joy_of_Christmas_Christmas_Fantasia,MAPS,amaps/bk_xmas4_StbgTGd2.mid,amaps/bk_xmas4_StbgTGd2.mid,,True,228.85325132916657,test,1371
Christmas,495,CPM_GustavLange_To_Christmas_Fantasia_Opus_172_No.5,MAPS,amaps/bk_xmas5_AkPnBcht.mid,amaps/bk_xmas5_AkPnBcht.mid,,True,393.82873127499965,test,3316
Christmas,495,CPM_GustavLange_To_Christmas_Fantasia_Opus_172_No.5,MAPS,amaps/bk_xmas5_AkPnCGdD.mid,amaps/bk_xmas5_AkPnCGdD.mid,,True,393.82873127499965,test,3316
Christmas,495,CPM_GustavLange_To_Christmas_Fantasia_Opus_172_No.5,MAPS,amaps/bk_xmas5_StbgTGd2.mid,amaps/bk_xmas5_StbgTGd2.mid,,True,393.82873127499965,test,3316
Borodin,143,CPM_Petite_Suite_In_the_monastery,MAPS,amaps/bor_ps1_AkPnCGdD.mid,amaps/bor_ps1_AkPnCGdD.mid,,True,259.0211829666667,train,654
Borodin,144,CPM_Petite_Suite_Intermezzo,MAPS,amaps/bor_ps2_SptkBGAm.mid,amaps/bor_ps2_SptkBGAm.mid,,True,163.06670050000014,train,1092
Borodin,147,CPM_Petite_Suite_Reverie,MAPS,amaps/bor_ps5_AkPnStgb.mid,amaps/bor_ps5_AkPnStgb.mid,,True,95.32409856249996,validation,327
Borodin,148,CPM_Petite_Suite_Serenade,MAPS,amaps/bor_ps6_AkPnBsdf.mid,amaps/bor_ps6_AkPnBsdf.mid,,True,113.9118323333334,test,829
Borodin,148,CPM_Petite_Suite_Serenade,MAPS,amaps/bor_ps6_StbgTGd2.mid,amaps/bor_ps6_StbgTGd2.mid,,True,113.9118323333334,test,829
Brahms,154,CPM_7_Fantasia_Opus_116_2,MAPS,amaps/br_im2_AkPnCGdD.mid,amaps/br_im2_AkPnCGdD.mid,,True,160.98142824999988,train,1020
Brahms,154,CPM_7_Fantasia_Opus_116_2,MAPS,amaps/br_im2_SptkBGAm.mid,amaps/br_im2_SptkBGAm.mid,,True,160.98142824999988,train,1020
Brahms,155,CPM_7_Fantasia_Opus_116_5,MAPS,amaps/br_im5_AkPnBsdf.mid,amaps/br_im5_AkPnBsdf.mid,,True,174.43653886041662,train,869
Brahms,155,CPM_7_Fantasia_Opus_116_5,MAPS,amaps/br_im5_AkPnCGdD.mid,amaps/br_im5_AkPnCGdD.mid,,True,174.43653886041662,train,869
Brahms,155,CPM_7_Fantasia_Opus_116_5,MAPS,amaps/br_im5_SptkBGCl.mid,amaps/br_im5_SptkBGCl.mid,,True,174.43653886041662,train,869
Brahms,156,CPM_7_Fantasia_Opus_116_6,MAPS,amaps/br_im6_AkPnStgb.mid,amaps/br_im6_AkPnStgb.mid,,True,140.78966430625,train,854
Burgmueller,161,CPM_Etudes_Opus_109_The_pearis,MAPS,amaps/burg_perlen_SptkBGCl.mid,amaps/burg_perlen_SptkBGCl.mid,,True,84.28479666666667,train,962
Burgmueller,162,CPM_Etudes_Opus_109_The_Fountain,MAPS,amaps/burg_quelle_SptkBGAm.mid,amaps/burg_quelle_SptkBGAm.mid,,True,107.43299999999994,train,1115
Chopin,196,CPM_Grande_Valse_Brillante_Opus_18,MAPS,amaps/chp_op18_AkPnCGdD.mid,amaps/chp_op18_AkPnCGdD.mid,,True,309.4013104999996,train,4413
Chopin,225,CPM_Scherzo_Bb_minor_Opus_31,MAPS,amaps/chp_op31_AkPnBcht.mid,amaps/chp_op31_AkPnBcht.mid,,True,515.323896737499,train,5972
Chopin,225,CPM_Scherzo_Bb_minor_Opus_31,MAPS,amaps/chp_op31_AkPnStgb.mid,amaps/chp_op31_AkPnStgb.mid,,True,515.323896737499,train,5972
Chopin,208,CPM_Preludes_Opus_28_10,MAPS,amaps/chpn-p10_AkPnStgb.mid,amaps/chpn-p10_AkPnStgb.mid,,True,23.80589825,train,321
Chopin,209,CPM_Preludes_Opus_28_11,MAPS,amaps/chpn-p11_AkPnCGdD.mid,amaps/chpn-p11_AkPnCGdD.mid,,True,30.777395999999996,train,321
Chopin,210,CPM_Preludes_Opus_28_12,MAPS,amaps/chpn-p12_AkPnBcht.mid,amaps/chpn-p12_AkPnBcht.mid,,True,57.131714916666716,train,1225
Chopin,211,CPM_Preludes_Opus_28_13,MAPS,amaps/chpn-p13_AkPnBcht.mid,amaps/chpn-p13_AkPnBcht.mid,,True,153.48483323333338,train,904
Chopin,211,CPM_Preludes_Opus_28_13,MAPS,amaps/chpn-p13_AkPnCGdD.mid,amaps/chpn-p13_AkPnCGdD.mid,,True,153.48483323333338,train,904
Chopin,212,CPM_Preludes_Opus_28_14,MAPS,amaps/chpn-p14_AkPnBcht.mid,amaps/chpn-p14_AkPnBcht.mid,,True,27.675675762500003,test,434
Chopin,212,CPM_Preludes_Opus_28_14,MAPS,amaps/chpn-p14_AkPnCGdD.mid,amaps/chpn-p14_AkPnCGdD.mid,,True,27.675675762500003,test,434
Chopin,213,CPM_Preludes_Opus_28_15,MAPS,amaps/chpn-p15_AkPnCGdD.mid,amaps/chpn-p15_AkPnCGdD.mid,,True,272.60497801666656,test,1518
Chopin,214,CPM_Preludes_Opus_28_16,MAPS,amaps/chpn-p16_AkPnStgb.mid,amaps/chpn-p16_AkPnStgb.mid,,True,60.737274249999984,train,1198
Chopin,217,CPM_Preludes_Opus_28_19,MAPS,amaps/chpn-p19_AkPnBsdf.mid,amaps/chpn-p19_AkPnBsdf.mid,,True,67.22461666666666,test,1237
Chopin,217,CPM_Preludes_Opus_28_19,MAPS,amaps/chpn-p19_StbgTGd2.mid,amaps/chpn-p19_StbgTGd2.mid,,True,67.22461666666666,test,1237
Chopin,199,CPM_Preludes_Opus_28_1,MAPS,amaps/chpn-p1_AkPnBcht.mid,amaps/chpn-p1_AkPnBcht.mid,,True,31.218595000000004,train,327
Chopin,199,CPM_Preludes_Opus_28_1,MAPS,amaps/chpn-p1_AkPnBsdf.mid,amaps/chpn-p1_AkPnBsdf.mid,,True,31.218595000000004,train,327
Chopin,218,CPM_Preludes_Opus_28_20,MAPS,amaps/chpn-p20_AkPnCGdD.mid,amaps/chpn-p20_AkPnCGdD.mid,,True,86.88646158333331,train,286
Chopin,219,CPM_Preludes_Opus_28_21,MAPS,amaps/chpn-p21_AkPnBsdf.mid,amaps/chpn-p21_AkPnBsdf.mid,,True,102.92399348749998,train,871
Chopin,222,CPM_Preludes_Opus_28_24,MAPS,amaps/chpn-p24_AkPnBcht.mid,amaps/chpn-p24_AkPnBcht.mid,,True,123.21850722708324,train,1371
Chopin,200,CPM_Preludes_Opus_28_2,MAPS,amaps/chpn-p2_SptkBGCl.mid,amaps/chpn-p2_SptkBGCl.mid,,True,116.07599537499999,train,342
Chopin,201,CPM_Preludes_Opus_28_3,MAPS,amaps/chpn-p3_AkPnBcht.mid,amaps/chpn-p3_AkPnBcht.mid,,True,51.6369985,validation,663
Chopin,202,CPM_Preludes_Opus_28_4,MAPS,amaps/chpn-p4_AkPnBcht.mid,amaps/chpn-p4_AkPnBcht.mid,,True,102.27356887499997,test,604
Chopin,202,CPM_Preludes_Opus_28_4,MAPS,amaps/chpn-p4_AkPnBsdf.mid,amaps/chpn-p4_AkPnBsdf.mid,,True,102.27356887499997,test,604
Chopin,204,CPM_Preludes_Opus_28_6,MAPS,amaps/chpn-p6_SptkBGAm.mid,amaps/chpn-p6_SptkBGAm.mid,,True,90.95383249999995,validation,405
Chopin,204,CPM_Preludes_Opus_28_6,MAPS,amaps/chpn-p6_SptkBGCl.mid,amaps/chpn-p6_SptkBGCl.mid,,True,90.95383249999995,validation,405
Chopin,205,CPM_Preludes_Opus_28_7,MAPS,amaps/chpn-p7_AkPnCGdD.mid,amaps/chpn-p7_AkPnCGdD.mid,,True,37.445597750000005,train,164
Chopin,205,CPM_Preludes_Opus_28_7,MAPS,amaps/chpn-p7_SptkBGCl.mid,amaps/chpn-p7_SptkBGCl.mid,,True,37.445597750000005,train,164
Chopin,206,CPM_Preludes_Opus_28_8,MAPS,amaps/chpn-p8_AkPnBcht.mid,amaps/chpn-p8_AkPnBcht.mid,,True,89.15039999999999,train,1558
Chopin,207,CPM_Preludes_Opus_28_9,MAPS,amaps/chpn-p9_AkPnBsdf.mid,amaps/chpn-p9_AkPnBsdf.mid,,True,89.27206333333335,train,413
Chopin,178,CPM_Etudes_Opus_10_1,MAPS,amaps/chpn_op10_e01_AkPnCGdD.mid,amaps/chpn_op10_e01_AkPnCGdD.mid,,True,111.04900000000005,train,1337
Chopin,184,CPM_Etudes_Opus_10_5_Black_Key,MAPS,amaps/chpn_op10_e05_SptkBGAm.mid,amaps/chpn_op10_e05_SptkBGAm.mid,,True,91.8760990791668,train,1629
Chopin,180,CPM_Etudes_Opus_10_12_Revolutionary,MAPS,amaps/chpn_op10_e12_AkPnCGdD.mid,amaps/chpn_op10_e12_AkPnCGdD.mid,,True,139.3128676604169,test,2088
Chopin,191,CPM_Etudes_Opus_25_2,MAPS,amaps/chpn_op25_e2_AkPnBcht.mid,amaps/chpn_op25_e2_AkPnBcht.mid,,True,89.26874199999997,train,1203
Chopin,192,CPM_Etudes_Opus_25_3,MAPS,amaps/chpn_op25_e3_SptkBGAm.mid,amaps/chpn_op25_e3_SptkBGAm.mid,,True,104.5719999999998,test,1692
Chopin,197,CPM_2_Nocturnes_Opus_27_1,MAPS,amaps/chpn_op27_1_AkPnCGdD.mid,amaps/chpn_op27_1_AkPnCGdD.mid,,True,290.1799480874996,train,1633
Chopin,198,CPM_2_Nocturnes_Opus_27_2,MAPS,amaps/chpn_op27_2_AkPnStgb.mid,amaps/chpn_op27_2_AkPnStgb.mid,,True,309.98859221458326,train,1831
Chopin,198,CPM_2_Nocturnes_Opus_27_2,MAPS,amaps/chpn_op27_2_SptkBGCl.mid,amaps/chpn_op27_2_SptkBGCl.mid,,True,309.98859221458326,train,1831
Chopin,227,CPM_4_Mazurkas_Opus_33_2,MAPS,amaps/chpn_op33_2_SptkBGAm.mid,amaps/chpn_op33_2_SptkBGAm.mid,,True,140.26327520833354,test,1933
Chopin,228,CPM_4_Mazurkas_Opus_33_4,MAPS,amaps/chpn_op33_4_SptkBGAm.mid,amaps/chpn_op33_4_SptkBGAm.mid,,True,314.7841685000002,train,2165
Chopin,231,CPM_Piano_sonata_No.2_Bb_minor_Opus_35_3,MAPS,amaps/chpn_op35_3_AkPnStgb.mid,amaps/chpn_op35_3_AkPnStgb.mid,,True,446.23921381458206,train,2323
Chopin,236,CPM_Fantaisie_Impromptu_Opus_66,MAPS,amaps/chpn_op66_AkPnBcht.mid,amaps/chpn_op66_AkPnBcht.mid,,True,274.93258979791665,test,3046
Chopin,171,CPM_5_Mazurkas_Opus_7_2,MAPS,amaps/chpn_op7_2_SptkBGAm.mid,amaps/chpn_op7_2_SptkBGAm.mid,,True,159.62105250000013,train,1207
Debussy,258,CPM_Suite_bergamasque_Clair_de_Lune,MAPS,amaps/deb_clai_StbgTGd2.mid,amaps/deb_clai_StbgTGd2.mid,,True,248.28259584999998,test,1490
Debussy,257,CPM_Suite_bergamasque_Menuet,MAPS,amaps/deb_menu_StbgTGd2.mid,amaps/deb_menu_StbgTGd2.mid,,True,249.359996729167,test,2308
Debussy,259,CPM_Suite_bergamasque_Passepied,MAPS,amaps/deb_pass_SptkBGAm.mid,amaps/deb_pass_SptkBGAm.mid,,True,216.9775333333338,train,2146
Granados,269,CPM_Danzas_espanolas_2_Oriental,MAPS,amaps/gra_esp_2_AkPnStgb.mid,amaps/gra_esp_2_AkPnStgb.mid,,True,207.90798729583327,train,1403
Granados,270,CPM_Danzas_espanolas_3_Zarabanda,MAPS,amaps/gra_esp_3_SptkBGAm.mid,amaps/gra_esp_3_SptkBGAm.mid,,True,189.0794108833334,train,2430
Granados,270,CPM_Danzas_espanolas_3_Zarabanda,MAPS,amaps/gra_esp_3_SptkBGCl.mid,amaps/gra_esp_3_SptkBGCl.mid,,True,189.0794108833334,train,2430
Granados,271,CPM_Danzas_espanolas_4_Villanesca,MAPS,amaps/gra_esp_4_AkPnBcht.mid,amaps/gra_esp_4_AkPnBcht.mid,,True,282.8789838750005,train,1871
Grieg,277,CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly,MAPS,amaps/grieg_butterfly_AkPnBsdf.mid,amaps/grieg_butterfly_AkPnBsdf.mid,,True,98.21199612500006,test,937
Grieg,277,CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly,MAPS,amaps/grieg_butterfly_StbgTGd2.mid,amaps/grieg_butterfly_StbgTGd2.mid,,True,98.21199612500006,test,937
Grieg,274,CPM_Lyric_Pieces_Book_I_Opus_12_4_Fairy_Dance,MAPS,amaps/grieg_elfentanz_AkPnBsdf.mid,amaps/grieg_elfentanz_AkPnBsdf.mid,,True,54.7054528333333,train,730
Grieg,274,CPM_Lyric_Pieces_Book_I_Opus_12_4_Fairy_Dance,MAPS,amaps/grieg_elfentanz_SptkBGAm.mid,amaps/grieg_elfentanz_SptkBGAm.mid,,True,54.7054528333333,train,730
Grieg,276,CPM_Lyric_Pieces_Book_II_Opus_38_4_Halling,MAPS,amaps/grieg_halling_AkPnBsdf.mid,amaps/grieg_halling_AkPnBsdf.mid,,True,49.53869012499997,train,404
Grieg,287,CPM_Lyric_Pieces_Book_X_Opus_71_3_Puck,MAPS,amaps/grieg_kobold_AkPnCGdD.mid,amaps/grieg_kobold_AkPnCGdD.mid,,True,84.95093599999993,test,1450
Grieg,287,CPM_Lyric_Pieces_Book_X_Opus_71_3_Puck,MAPS,amaps/grieg_kobold_AkPnStgb.mid,amaps/grieg_kobold_AkPnStgb.mid,,True,84.95093599999993,test,1450
Grieg,273,CPM_Lyric_Pieces_Book_I_Opus_12_3_Watchman's,MAPS,amaps/grieg_waechter_AkPnBcht.mid,amaps/grieg_waechter_AkPnBcht.mid,,True,146.62173841666672,train,518
Grieg,272,CPM_Lyric_Pieces_Book_I_Opus_12_2_Valse,MAPS,amaps/grieg_walzer_AkPnBcht.mid,amaps/grieg_walzer_AkPnBcht.mid,,True,108.44037458333335,train,627
Grieg,272,CPM_Lyric_Pieces_Book_I_Opus_12_2_Valse,MAPS,amaps/grieg_walzer_SptkBGCl.mid,amaps/grieg_walzer_SptkBGCl.mid,,True,108.44037458333335,train,627
Grieg,278,CPM_Lyric_Pieces_Book_III_Opus_43_2_Solitary_Traveller,MAPS,amaps/grieg_wanderer_AkPnBsdf.mid,amaps/grieg_wanderer_AkPnBsdf.mid,,True,100.84548108333335,train,422
Grieg,278,CPM_Lyric_Pieces_Book_III_Opus_43_2_Solitary_Traveller,MAPS,amaps/grieg_wanderer_SptkBGAm.mid,amaps/grieg_wanderer_SptkBGAm.mid,,True,100.84548108333335,train,422
Grieg,283,CPM_Lyric_Pieces_Book_V_Opus_54_3_March_of_the_Dwarfs,MAPS,amaps/grieg_zwerge_AkPnBcht.mid,amaps/grieg_zwerge_AkPnBcht.mid,,True,153.51802153750066,validation,2194
Haydn,299,CPM_Piano_Sonata_in_G_major_Hoboken_XVI_40_1,MAPS,amaps/hay_40_1_AkPnBcht.mid,amaps/hay_40_1_AkPnBcht.mid,,True,394.8679876041654,train,3156
Liszt,326,CPM_Grandes_Etudes_de_Paganini_1,MAPS,amaps/liz_et1_SptkBGAm.mid,amaps/liz_et1_SptkBGAm.mid,,True,287.38981950000067,train,3882
Liszt,327,CPM_Grandes_Etudes_de_Paganini_2,MAPS,amaps/liz_et2_AkPnStgb.mid,amaps/liz_et2_AkPnStgb.mid,,True,318.74805767916644,validation,3406
Liszt,327,CPM_Grandes_Etudes_de_Paganini_2,MAPS,amaps/liz_et2_SptkBGAm.mid,amaps/liz_et2_SptkBGAm.mid,,True,318.74805767916644,validation,3406
Liszt,328,CPM_Grandes_Etudes_de_Paganini_3_La_campanella,MAPS,amaps/liz_et3_AkPnStgb.mid,amaps/liz_et3_AkPnStgb.mid,,True,244.36897686458394,train,4145
Liszt,329,CPM_Grandes_Etudes_de_Paganini_4,MAPS,amaps/liz_et4_SptkBGCl.mid,amaps/liz_et4_SptkBGCl.mid,,True,115.15108233333328,train,1432
Liszt,330,CPM_Grandes_Etudes_de_Paganini_5,MAPS,amaps/liz_et5_AkPnCGdD.mid,amaps/liz_et5_AkPnCGdD.mid,,True,191.01586791666645,validation,2070
Liszt,331,CPM_Grandes_Etudes_de_Paganini_6,MAPS,amaps/liz_et6_AkPnBsdf.mid,amaps/liz_et6_AkPnBsdf.mid,,True,210.21950008333295,test,3123
Liszt,331,CPM_Grandes_Etudes_de_Paganini_6,MAPS,amaps/liz_et6_AkPnCGdD.mid,amaps/liz_et6_AkPnCGdD.mid,,True,211.97070008333296,test,3123
Liszt,331,CPM_Grandes_Etudes_de_Paganini_6,MAPS,amaps/liz_et6_StbgTGd2.mid,amaps/liz_et6_StbgTGd2.mid,,True,211.97070008333296,test,3123
Liszt,344,CPM_Etudes_d'execution_transcendante_4_Mazeppa,MAPS,amaps/liz_et_trans4_SptkBGAm.mid,amaps/liz_et_trans4_SptkBGAm.mid,,True,373.3267728854158,train,7064
Liszt,345,CPM_Etudes_d'execution_transcendante_5_Feux_Follets,MAPS,amaps/liz_et_trans5_AkPnCGdD.mid,amaps/liz_et_trans5_AkPnCGdD.mid,,True,195.54333208541618,test,4457
Liszt,345,CPM_Etudes_d'execution_transcendante_5_Feux_Follets,MAPS,amaps/liz_et_trans5_StbgTGd2.mid,amaps/liz_et_trans5_StbgTGd2.mid,,True,195.54333208541618,test,4457
Liszt,335,CPM_19_Hungarian_Rhapsodies_2,MAPS,amaps/liz_rhap02_AkPnCGdD.mid,amaps/liz_rhap02_AkPnCGdD.mid,,True,525.3951229354179,test,6758
Liszt,337,CPM_19_Hungarian_Rhapsodies_9_Carnival_in_Pest,MAPS,amaps/liz_rhap09_SptkBGCl.mid,amaps/liz_rhap09_SptkBGCl.mid,,True,632.8645233687503,test,8556
Liszt,337,CPM_19_Hungarian_Rhapsodies_9_Carnival_in_Pest,MAPS,amaps/liz_rhap09_StbgTGd2.mid,amaps/liz_rhap09_StbgTGd2.mid,,True,632.8645233687503,test,8556
Liszt,332,CPM_19_Hungarian_Rhapsodies_10,MAPS,amaps/liz_rhap10_AkPnBsdf.mid,amaps/liz_rhap10_AkPnBsdf.mid,,True,282.4522062749995,train,4397
Mendelssohn,359,CPM_Songs_withoug_Words_Book_4_Opus_53_5_Folk_song,MAPS,amaps/mendel_op53_5_AkPnCGdD.mid,amaps/mendel_op53_5_AkPnCGdD.mid,,True,151.63548675000015,train,1808
Mendelssohn,362,CPM_Songs_withoug_Words_Book_5_Opus_62_5_Venetian_Gondola_Song,MAPS,amaps/mendel_op62_5_SptkBGAm.mid,amaps/mendel_op62_5_SptkBGAm.mid,,True,157.2612412750001,test,972
Beethoven,85,CPM_Sonata_No.14_C#_minor_Moonlight_Opus_27_2_1,MAPS,amaps/mond_1_AkPnBsdf.mid,amaps/mond_1_AkPnBsdf.mid,,True,362.4840746666664,train,1143
Beethoven,85,CPM_Sonata_No.14_C#_minor_Moonlight_Opus_27_2_1,MAPS,amaps/mond_1_SptkBGAm.mid,amaps/mond_1_SptkBGAm.mid,,True,362.4840746666664,train,1143
Beethoven,86,CPM_Sonata_No.14_C#_minor_Moonlight_Opus_27_2_2,MAPS,amaps/mond_2_SptkBGAm.mid,amaps/mond_2_SptkBGAm.mid,,True,124.69579798124998,train,893
Beethoven,86,CPM_Sonata_No.14_C#_minor_Moonlight_Opus_27_2_2,MAPS,amaps/mond_2_SptkBGCl.mid,amaps/mond_2_SptkBGCl.mid,,True,124.69579798124998,train,893
Beethoven,87,CPM_Sonata_No.14_C#_minor_Moonlight_Opus_27_2_3,MAPS,amaps/mond_3_AkPnStgb.mid,amaps/mond_3_AkPnStgb.mid,,True,410.8612990104178,train,6532
Moszkowski,363,CPM_Etincelles_Opus_36_6,MAPS,amaps/mos_op36_6_AkPnBsdf.mid,amaps/mos_op36_6_AkPnBsdf.mid,,True,149.6849988604165,train,2914
Mussorgsky,388,CPM_Pictures_at_an_Exhibition_Promenade_Ilvecchio_Castello,MAPS,amaps/muss_2_AkPnCGdD.mid,amaps/muss_2_AkPnCGdD.mid,,True,271.6319924999998,train,1371
Mussorgsky,389,CPM_Pictures_at_an_Exhibition_Promenade_The_Tuileries,MAPS,amaps/muss_3_SptkBGCl.mid,amaps/muss_3_SptkBGCl.mid,,True,86.75721708124995,train,813
Mussorgsky,390,CPM_Pictures_at_an_Exhibition_Bydlo,MAPS,amaps/muss_4_AkPnBsdf.mid,amaps/muss_4_AkPnBsdf.mid,,True,168.7494656250001,train,980
Mussorgsky,391,CPM_Pictures_at_an_Exhibition_Promenade_Ballet_of_the_Unhatched_Chickens,MAPS,amaps/muss_5_AkPnBcht.mid,amaps/muss_5_AkPnBcht.mid,,True,100.44728000000008,train,1350
Mozart,365,CPM_Sonata_No.8_D_major_KV_311_1,MAPS,amaps/mz_311_1_StbgTGd2.mid,amaps/mz_311_1_StbgTGd2.mid,,True,260.0365206145837,test,2970
Mozart,368,CPM_Sonata_No.10_C_major_KV_330_1,MAPS,amaps/mz_330_1_SptkBGCl.mid,amaps/mz_330_1_SptkBGCl.mid,,True,538.2544919958351,train,4772
Mozart,371,CPM_Sonata_No.11_A_major_KV_331_1,MAPS,amaps/mz_331_1_SptkBGCl.mid,amaps/mz_331_1_SptkBGCl.mid,,True,831.805114779175,train,6203
Mozart,372,CPM_Sonata_No.11_A_major_KV_331_2,MAPS,amaps/mz_331_2_AkPnBcht.mid,amaps/mz_331_2_AkPnBcht.mid,,True,365.62926152708366,test,2684
